UniqueID,State_ID,State,Dist_ID,District,PCA_T_Pop,PCA_Tot_M,PCA_Tot_F,PCA_Tot_SC,PCA_Tot_ST,PCA_Tot_Ur,PCA_Tot_Ru,C08_Tot_Ch,C08_Tot_M,C08_Tot_F,C08_Tot_SC,C08_Tot_ST,C08_Tot_Ur,C08_Tot_Ru,2016_Pop_s,2020_Pop_s
"480","9",Uttar Pradesh,"186",SKN,"1715183","869656","845527","369039","1593","128531","1586652","371800","192372","179428","81248","360","25574","346226",1539989.000000000000000,1928411.000000000000000
"481","9",Uttar Pradesh,"188",Gorakhpur,"4440895","2277777","2163118","936061","18172","836129","3604766","880533","457816","422717","197089","3423","137804","742729",4578931.000000000000000,5032164.000000000000000
"482","9",Uttar Pradesh,"190",Deoria,"3100946","1537436","1563510","468663","109894","316803","2784143","646437","333170","313267","101622","24144","58869","587568",3340583.999999999534339,3285638.000000000000000
"483","9",Uttar Pradesh,"193",Ballia,"3239774","1672902","1566872","494698","110114","304109","2935665","651711","341789","309922","106286","23766","55902","595809",2891178.000000000000000,3442701.000000000000000
"484","9",Uttar Pradesh,"195",Ghazipur,"3620268","1855075","1765193","726641","28712","274360","3345908","738563","385304","353259","154370","5766","51065","687498",3516775.999999999534339,3806445.000000000000000
"485","9",Uttar Pradesh,"142",Bulandshahr,"3499171","1845260","1653911","725600","198","867429","2631742","686420","369877","316543","147606","45","161544","524876",4720210.000000000000000,3936378.000000000000000
"486","9",Uttar Pradesh,"165",Jalaun,"1689974","906092","783882","468178","832","418900","1271074","301229","161252","139977","87295","145","71750","229479",1777483.000000000000000,1871873.000000000000000
"487","9",Uttar Pradesh,"175",Allahabad,"5954391","3131807","2822584","1309851","7955","1472873","4481518","1187551","626174","561377","282596","1515","227087","960464",6051720.000000000000000,6879428.000000000000000
"488","9",Uttar Pradesh,"178",AMB,"2397888","1212410","1185478","591125","746","280730","2117158","491572","252762","238810","126005","130","54537","437035",2222715.000000000000000,2683567.000000000000000
"489","9",Uttar Pradesh,"143",Aligarh,"3673889","1951996","1721893","755254","629","1217191","2456698","740239","398208","342031","160126","134","227343","512896",3994587.000000000000000,4051665.000000000000000
"490","9",Uttar Pradesh,"149",Budaun,"3681896","1967759","1714137","622526","58","644595","3037301","810671","438167","372504","142071","17","131702","678969",3952166.000000000000000,4107507.000000000000000
"491","9",Uttar Pradesh,"150",Bareilly,"4448359","2357665","2090694","557150","3227","1568409","2879950","933808","496431","437377","121027","510","290656","643152",4906048.000000000000000,5146922.999999999068677
"492","9",Uttar Pradesh,"151",Pilibhit,"2031007","1072002","959005","333558","1714","351415","1679592","431675","226958","204717","73458","382","65193","366482",2127378.000000000000000,2329027.000000000000000
"493","9",Uttar Pradesh,"159",Farrukhabad,"1885204","1006240","878964","312712","230","416185","1469019","384797","206550","178247","66313","46","74211","310586",2039368.000000000000000,2104066.000000000000000
"494","9",Uttar Pradesh,"155",Hardoi,"4092845","2191442","1901403","1274505","349","541806","3551039","860872","456472","404400","274990","65","102569","758303",4300234.000000000000000,4595931.000000000000000
"495","9",Uttar Pradesh,"162",Auraiya,"1379545","740040","639505","391622","150","234222","1145323","269780","143971","125809","81093","24","42658","227122",1444126.000000000000000,1541438.000000000000000
"496","9",Uttar Pradesh,"167",Lalitpur,"1221592","641011","580581","240519","71610","175378","1046214","251507","132851","118656","50815","15243","30124","221383",1279238.000000000000000,1339171.000000000000000
"497","9",Uttar Pradesh,"169",Mahoba,"875958","466358","409600","220898","647","185381","690577","174186","92280","81906","46717","145","34971","139215",792491.000000000000000,995753.999999999883585
"498","9",Uttar Pradesh,"164",Kanpur Nagar,"4581268","2459806","2121462","816754","3753","3015645","1565623","739630","395398","344232","148763","702","445981","293649",5605794.000000000000000,5203658.000000000000000
"499","9",Uttar Pradesh,"183",Gonda,"3433919","1787146","1646773","531973","870","225029","3208890","736523","387748","348775","114417","177","41157","695366",3467742.000000000000000,3700389.000000000000000
"500","9",Uttar Pradesh,"176",Bara Banki,"3260699","1707073","1553626","864559","610","330803","2929896","664397","346650","317747","176609","130","62015","602382",2893183.000000000000000,3657424.000000000000000
"501","9",Uttar Pradesh,"174",Kaushambi,"1599596","838485","761111","555397","193","124456","1475140","351566","184092","167474","128432","52","25378","326188",1698942.000000000000000,1432718.000000000000000
"502","9",Uttar Pradesh,"194",Jaunpur,"4494204","2220465","2273739","990345","4736","346580","4147624","943775","488959","454816","218769","1012","65135","878640",4696472.000000000000000,5084428.000000000000000
"503","9",Uttar Pradesh,"191",Azamgarh,"4613913","2285004","2328909","1171378","9327","393401","4220512","984590","504701","479889","258942","1955","81531","903059",5249864.000000000000000,5417247.000000000000000
"504","9",Uttar Pradesh,"192",Mau,"2205968","1114709","1091259","474537","22915","499208","1706760","468956","241451","227505","101947","4973","106902","362054",1823235.999999999767169,2307167.000000000000000
"505","20",Jharkhand,"366",Gumla,"1025213","514390","510823","32459","706754","65081","960132","216792","109639","107153","6637","152866","13036","203756",902727.000000000000000,1127111.000000000000000
"506","20",Jharkhand,"359",Latehar,"726978","369666","357312","154910","331096","51858","675120","164125","83207","80918","36488","76930","9968","154157",850094.000000000116415,809537.999999999883585
"507","20",Jharkhand,"363",Jamtara,"791042","404830","386212","72885","240489","75746","715296","148652","76270","72382","14059","44392","12575","136077",1000013.000000000000000,1089755.000000000000000
"508","20",Jharkhand,"362",Dumka,"1321442","668514","652928","79614","571077","90178","1231264","246893","126469","120424","15575","104902","14881","232012",1302273.000000000000000,1453755.000000000000000
"509","29",Karnataka,"577",Mysore,"3001127","1511600","1489527","536643","334547","1245413","1755714","403312","205186","198126","76413","48822","161523","241789",3194244.000000000000000,3359051.000000000000000
"510","29",Karnataka,"578",Chamarajanagar,"1020791","512231","508560","259445","120219","174974","845817","133003","68162","64841","35037","16362","24083","108920",1004675.000000000000000,1028660.000000000000000
"511","29",Karnataka,"573",Mandya,"1805769","905085","900684","265294","22402","308362","1497407","232636","120721","111915","36152","3154","42194","190442",1802592.000000000000000,1846307.999999999767169
"512","29",Karnataka,"584",Ramanagara,"1082636","548008","534628","203819","22946","267759","814877","142205","73690","68515","28124","3640","40280","101925",1188974.000000000000000,1185655.000000000000000
"513","29",Karnataka,"572",Bangalore,"9621551","5022661","4598890","1198385","190239","8749944","871607","1154086","593677","560409","171240","24987","1043503","110583",10035238.000000000000000,10451373.000000000000000
"514","29",Karnataka,"583",Bangalore Rural,"990923","509172","481751","213700","52903","268744","722179","132743","68473","64270","31544","7561","37271","95472",1130843.000000000000000,1130052.000000000000000
"515","29",Karnataka,"582",Chikkaballapura,"1255104","636437","618667","312565","156487","281119","973985","183358","94473","88885","49795","23628","43549","139809",1210551.000000000000000,1299800.000000000000000
"516","29",Karnataka,"571",Tumkur,"2678980","1350594","1328386","506901","209559","599078","2079902","358485","186367","172118","73631","28590","83757","274728",2794147.000000000000000,2867175.000000000000000
"517","10",Bihar,"205",Sheohar,"656246","346673","309573","96655","318","28116","628130","143318","76218","67100","22029","72","6216","137102",812523.000000000000000,1045881.000000000000000
"518","29",Karnataka,"576",Kodagu,"554519","274608","279911","73584","58054","80988","473531","79274","40095","39179","11250","9662","11407","67867",588820.000000000000000,617360.000000000000000
"519","29",Karnataka,"575",Dakshina Kannada,"2089649","1034714","1054935","148178","82268","996086","1093563","269953","138467","131486","20304","10368","124952","145001",2126694.000000000000000,2362304.000000000000000
"520","29",Karnataka,"574",Hassan,"1776421","883667","892754","345031","32329","376763","1399658","230630","116971","113659","50942","4646","52764","177866",2002594.000000000000000,2036651.000000000000000
"521","29",Karnataka,"570",Chikmagalur,"1137961","566622","571339","253651","44970","239508","898453","153336","78197","75139","39135","7172","33840","119496",1235192.000000000000000,1257733.000000000000000
"522","29",Karnataka,"569",Udupi,"1177361","562131","615230","75429","52897","334061","843300","137171","69710","67461","9735","7099","37197","99974",1298815.000000000000000,1116532.000000000000000
"523","29",Karnataka,"567",Davanagere,"1945497","986400","959097","392595","233112","629010","1316487","281457","144420","137037","62584","35146","92303","189154",2125007.000000000000000,2123554.000000000000000
"524","29",Karnataka,"566",Chitradurga,"1659456","840843","818613","389117","302554","329533","1329923","238108","122571","115537","61874","46327","48578","189530",1434417.000000000000000,1745192.000000000000000
"525","29",Karnataka,"565",Bellary,"2452595","1236954","1215641","517409","451406","920239","1532356","401998","205452","196546","94729","80988","141386","260612",2797730.000000000000000,2556924.000000000000000
"526","29",Karnataka,"560",Koppal,"1389920","699926","689994","258608","164271","233704","1156216","243095","124552","118543","50133","31119","38401","204694",1319990.000000000000000,1491080.000000000000000
"527","29",Karnataka,"564",Haveri,"1597668","819128","778540","219976","141380","355501","1242167","241663","123879","117784","36967","21261","56811","184852",1465321.000000000000000,1680650.000000000000000
"528","29",Karnataka,"561",Gadag,"1064570","537147","527423","174196","61654","379309","685261","159639","81672","77967","30865","9371","56736","102903",1272104.000000000000000,1148293.000000000000000
"529","29",Karnataka,"562",Dharwad,"1847023","937206","909817","177855","87548","1049539","797484","268685","138036","130649","28429","13622","150939","117746",1775475.999999999767169,1991518.000000000000000
"530","29",Karnataka,"563",Uttara Kannada,"1437169","726256","710913","116431","34239","418981","1018188","197095","102036","95059","17568","5450","56919","140176",1539244.000000000232831,1614693.000000000000000
"531","29",Karnataka,"556",Bagalkot,"1889752","950111","939641","319149","97203","597846","1291906","315680","162132","153548","60183","16958","94706","220974",2428265.000000000000000,2106003.000000000000000
"532","29",Karnataka,"559",Raichur,"1928812","964511","964301","400933","367071","490348","1438464","340161","174154","166007","76351","69823","82067","258094",2074332.000000000232831,2122311.000000000000000
"533","29",Karnataka,"580",Yadgir,"1174271","590329","583942","273315","146849","220677","953594","222825","114746","108079","55807","28969","40042","182783",1070624.000000000000000,1286478.000000000000000
"534","29",Karnataka,"557",Bijapur,"2177331","1111022","1066309","442773","39314","501978","1675353","373387","193861","179526","84249","7031","83499","289888",1798782.000000000000000,2297148.000000000000000
"535","29",Karnataka,"558",Bidar,"1703300","870665","832635","399785","235822","425952","1277348","299568","153372","146196","74617","43353","77267","222301",1770670.000000000000000,1818434.000000000000000
"536","32",Kerala,"601",Thiruvananthapuram,"3301427","1581678","1719749","372977","26759","1771596","1529831","400219","203403","196816","45537","3635","206961","193258",3421957.000000000000000,3290382.000000000000000
"537","32",Kerala,"600",Kollam,"2635375","1246968","1388407","328263","10761","1187158","1448217","328763","167596","161167","40709","1557","149682","179081",2498618.000000000000000,2587625.000000000000000
"538","32",Kerala,"597",Kottayam,"1974551","968289","1006262","153909","21972","565393","1409158","239363","121662","117701","19270","2717","69361","170002",1934922.000000000000000,1902497.000000000000000
"539","32",Kerala,"596",Idukki,"1108974","552808","556166","145486","55815","52045","1056929","141697","72161","69536","19067","7363","6761","134936",1028809.999999999883585,978581.000000000000000
"540","32",Kerala,"594",Thrissur,"3121200","1480763","1640437","324350","9430","2096406","1024794","384642","196183","188459","38140","1640","258065","126577",3176697.000000000000000,3081503.000000000000000
"541","32",Kerala,"593",Palakkad,"2809934","1359478","1450456","403833","48972","676810","2133124","375895","191071","184824","55126","7997","87897","287998",3005019.000000000000000,2827713.000000000000000
"542","32",Kerala,"588",Kasaragod,"1307375","628613","678762","53283","48857","509047","798328","186889","95606","91283","7335","7143","73296","113593",1401196.000000000232831,1369753.000000000000000
"543","32",Kerala,"591",Kozhikode,"3086293","1470942","1615351","199191","15228","2072572","1013721","414047","211612","202435","24584","2128","274680","139367",3223431.000000000000000,3070416.000000000000000
"544","32",Kerala,"589",Kannur,"2523003","1181446","1341557","83350","41371","1640986","882017","320093","163105","156988","9388","5818","206285","113808",2653248.000000000000000,2557430.000000000000000
"545","12",Arunachal Pradesh,"259",Lohit,"145726","76221","69505","0","47410","32430","113296","29029","14833","14196","0","10009","5951","23078",166194.000000000000000,164417.000000000000000
"546","10",Bihar,"206",Sitamarhi,"3423574","1803252","1620322","405714","2989","190498","3233076","751238","399013","352225","92086","689","37837","713401",4142525.000000000000000,3670917.000000000000000
"547","2",Himachal Pradesh,"27",Mandi,"999777","498065","501712","293739","12787","62637","937140","146279","76192","70087","46526","2038","7619","138660",1071814.000000000000000,1041784.000000000000000
"548","27",Maharashtra,"529",Sindhudurg,"849651","417332","432319","55586","6976","107006","742645","110942","57138","53804","7477","1050","13439","97503",875788.000000000000000,924670.000000000116415
"549","27",Maharashtra,"527",Satara,"3003741","1510842","1492899","323236","29635","570378","2433363","413701","220320","193381","46856","5049","81394","332307",2955661.000000000000000,3193345.000000000000000
"550","27",Maharashtra,"518",Mumbai Suburban,"9356962","5031323","4325639","583302","104560","9356962","0","1186048","627096","558952","80802","14475","1186048","0",9274263.000000000000000,10548098.000000000000000
"551","27",Maharashtra,"523",Bid,"2585049","1349106","1235943","351254","32722","514298","2070751","417793","224129","193664","60336","6213","84319","333474",2504992.000000000000000,2544062.000000000000000
"552","27",Maharashtra,"514",Jalna,"1959046","1011473","947573","272266","42263","377429","1581617","326263","171836","154427","48379","7906","62252","264011",1984193.000000000000000,2059987.999999999767169
"553","2",Himachal Pradesh,"32",Sirmaur,"529855","276289","253566","160745","11262","57165","472690","86841","45347","41494","29022","2067","7879","78962",546006.000000000000000,567148.000000000000000
"554","2",Himachal Pradesh,"31",Solan,"580320","308754","271566","164536","25645","102147","478173","83589","44436","39153","25287","3971","13068","70521",612767.000000000000000,607280.000000000000000
"555","27",Maharashtra,"507",Gondiya,"1322507","661554","660953","175961","214253","225930","1096577","198755","101328","97427","25050","38347","31677","167078",1133611.000000000000000,1240639.000000000000000
"556","27",Maharashtra,"515",Aurangabad,"3701282","1924469","1776813","539368","143366","1620170","2081112","608647","324070","284577","90904","28600","257283","351364",4089889.000000000000000,4213048.000000000000000
"557","27",Maharashtra,"510",Yavatmal,"2772348","1419965","1352383","328518","514057","598153","2174195","436289","227255","209034","50598","90110","87998","348291",2917825.000000000000000,3020537.000000000000000
"558","27",Maharashtra,"501",Akola,"1813906","932334","881572","364059","100280","719741","1094165","275919","142846","133073","57563","17541","106840","169079",1985398.000000000000000,2030176.000000000000000
"559","10",Bihar,"227",Lakhisarai,"1000912","526345","474567","153209","8333","143011","857901","218377","114896","103481","34486","1866","28947","189430",1051246.000000000000000,1163640.000000000000000
"560","27",Maharashtra,"498",Dhule,"2050862","1054031","996831","127571","647315","571036","1479826","344895","183657","161238","21367","132094","88561","256334",2258494.000000000000000,2238535.000000000000000
"561","27",Maharashtra,"497",Nandurbar,"1648295","833170","815125","47985","1141933","275474","1372821","318284","166160","152124","8022","238363","48674","269610",1703603.999999999767169,1883507.999999999767169
"562","2",Himachal Pradesh,"28",Hamirpur,"454768","217070","237698","109256","3044","31430","423338","62825","34137","28688","15682","476","4299","58526",480832.999999999941792,472883.000000000058208
"563","14",Manipur,"273",Tamenglong,"140651","72371","68280","22","134626","19363","121288","25714","13235","12479","6","24996","3955","21759",136342.000000000000000,142237.000000000000000
"564","2",Himachal Pradesh,"34",Kinnaur,"84121","46249","37872","14750","48746","0","84121","10522","5224","5298","2394","6152","0","10522",89245.000000000000000,88318.000000000000000
"565","14",Manipur,"280",Chandel,"144182","74579","69603","540","128280","16847","127335","23287","11893","11394","81","21370","3251","20036",107374.000000000000000,166471.000000000000000
"566","14",Manipur,"275",Bishnupur,"237399","118782","118617","22113","3287","87505","149894","39567","20240","19327","3478","508","14092","25475",238464.000000000000000,261142.000000000000000
"567","15",Mizoram,"288",Saiha,"56574","28594","27980","83","54642","25110","31464","10733","5438","5295","8","10517","4601","6132",58622.000000000000000,47485.000000000000000
"568","2",Himachal Pradesh,"30",Bilaspur,"381956","192764","189192","98989","10693","25129","356827","51822","27564","24258","13827","1521","3506","48316",388619.000000000058208,409504.999999999941792
"569","15",Mizoram,"287",Lawngtlai,"117894","60599","57295","146","112354","20830","97064","23415","12219","11196","19","22644","3585","19830",114716.000000000000000,141415.000000000000000
"570","15",Mizoram,"285",Serchhip,"64937","32851","32086","32","62889","32019","32918","11172","5548","5624","7","10966","5375","5797",56774.000000000000000,81952.000000000000000
"571","15",Mizoram,"283",Aizawl,"400309","199270","201039","627","373542","314754","85555","60262","30326","29936","79","57060","45853","14409",427048.000000000000000,431684.000000000000000
"572","15",Mizoram,"281",Mamit,"86364","44828","41536","51","82080","14899","71465","15839","8269","7570","5","15174","2489","13350",90895.000000000000000,96218.000000000000000
"573","10",Bihar,"220",Vaishali,"3495021","1844535","1650486","738031","2274","233079","3261942","721644","379723","341921","160676","458","45589","676055",3019863.000000000000000,3995278.000000000000000
"574","6",Haryana,"69",Panchkula,"561293","299679","261614","101830","0","313230","248063","83092","45645","37447","17906","0","43507","39585",584180.000000000000000,639920.000000000000000
"575","6",Haryana,"70",Ambala,"1128350","598703","529647","296246","0","500774","627576","157125","88717","68408","47259","0","64879","92246",1402063.000000000000000,1249170.000000000000000
"576","6",Haryana,"71",Yamuna-Nagar,"1214205","646718","567487","306743","0","472829","741376","184828","102733","82095","50843","0","66796","118032",1094206.000000000000000,1296824.000000000000000
"577","6",Haryana,"72",Kurukshetra,"964655","510976","453679","215128","0","279225","685430","143201","81151","62050","36263","0","38185","105016",1056498.000000000000000,1131860.000000000000000
"578","6",Haryana,"77",Jind,"1334152","713006","621146","282351","0","305583","1028569","221142","121104","100038","53591","0","47734","173408",1245139.999999999767169,1496912.000000000000000
"579","6",Haryana,"73",Kaithal,"1074304","571003","503301","247513","0","236011","838293","171968","95319","76649","44614","0","35940","136028",1165436.000000000000000,1178956.000000000000000
"580","6",Haryana,"75",Panipat,"1205437","646857","558580","206213","0","555085","650352","204711","113103","91608","37994","0","91137","113574",1031993.999999999883585,1406711.000000000000000
"581","6",Haryana,"76",Sonipat,"1450001","781299","668702","269935","0","453364","996637","232773","130028","102745","47958","0","69476","163297",1471335.000000000000000,1577580.000000000232831
"582","6",Haryana,"81",Bhiwani,"1634445","866672","767773","341162","0","321322","1313123","269617","147026","122591","62081","0","50025","219592",1712528.000000000000000,1809723.000000000000000
"583","17",Meghalaya,"299",Jaintia Hills,"395124","196285","198839","1317","376099","28430","366694","87948","43824","44124","233","84398","5416","82532",412556.000000000000000,464420.999999999941792
"584","6",Haryana,"82",Rohtak,"1061204","568479","492725","216889","0","446164","615040","163458","90661","72797","38602","0","64664","98794",1057941.000000000000000,1167970.000000000000000
"585","6",Haryana,"83",Jhajjar,"958405","514667","443738","170448","0","243339","715066","147136","82811","64325","28999","0","37136","110000",938404.000000000000000,1018064.000000000000000
"586","6",Haryana,"84",Mahendragarh,"922088","486665","435423","156314","0","132855","789233","149322","82682","66640","27872","0","20796","128526",1157815.000000000000000,1038489.999999999883585
"587","6",Haryana,"87",Mewat,"1089263","571162","518101","75251","0","124106","965157","261096","139538","121558","16366","0","26281","234815",985067.000000000000000,1261927.000000000000000
"588","6",Haryana,"88",Faridabad,"1809733","966110","843623","223799","0","1438855","370878","304633","166484","138149","42762","0","234304","70329",1985392.000000000000000,1994035.999999999767169
"589","6",Haryana,"89",Palwal,"1042708","554497","488211","203123","0","236544","806164","208901","113208","95693","42330","0","42680","166221",1008694.000000000116415,1136199.000000000000000
"590","17",Meghalaya,"295",South Garo Hills,"142334","73170","69164","319","134237","13131","129203","29213","14922","14291","51","28007","2714","26499",169871.000000000000000,162527.000000000000000
"591","17",Meghalaya,"297",Ribhoi,"258840","132531","126309","590","230081","25253","233587","56583","28905","27678","93","51912","4742","51841",167848.000000000000000,228470.000000000000000
"593","16",Tripura,"290",South Tripura,"876001","447544","428457","140168","344835","123031","752970","139624","71450","68174","20025","67736","14925","124699",936262.000000000116415,889531.000000000000000
"594","16",Tripura,"291",Dhalai,"378230","194544","183686","61688","210608","40499","337731","65844","33826","32018","9517","42252","5491","60353",309475.000000000058208,405724.000000000000000
"595","10",Bihar,"212",Katihar,"3071029","1600430","1470599","263100","179971","273822","2797207","687870","355236","332634","59444","39158","51310","636560",3043916.000000000000000,3518229.000000000000000
"596","18",Assam,"321",Kamrup,"1517542","778461","739081","107827","182038","142394","1375148","259349","132679","126670","18179","30270","19692","239657",1406031.000000000000000,1925638.000000000000000
"597","10",Bihar,"213",Madhepura,"2001762","1047559","954203","346275","12532","88461","1913301","448913","236296","212617","81993","2895","17746","431167",1988368.000000000000000,2387546.000000000000000
"598","12",Arunachal Pradesh,"256",Kurung Kumey,"92076","45318","46758","0","90764","2345","89731","22450","11386","11064","0","22273","514","21936",85226.000000000000000,100190.000000000000000
"599","12",Arunachal Pradesh,"247",East Kameng,"78690","38775","39915","0","72400","18350","60340","18925","9351","9574","0","17715","4442","14483",100143.000000000000000,93745.000000000000000
"600","12",Arunachal Pradesh,"245",Tawang,"49977","29151","20826","0","34811","11202","38775","7889","3798","4091","0","6842","937","6952",52089.000000000000000,57423.000000000000000
"601","10",Bihar,"210",Kishanganj,"1690400","866970","823430","113118","64224","161123","1529277","384594","195535","189059","24879","13409","32434","352160",1897025.000000000000000,1955650.000000000000000
"602","12",Arunachal Pradesh,"252",Upper Siang,"35320","18699","16621","0","28468","6540","28780","6883","3481","3402","0","5725","1406","5477",34292.000000000000000,41657.000000000000000
"603","12",Arunachal Pradesh,"257",Dibang Valley,"8004","4414","3590","0","5701","2384","5620","1468","744","724","0","1173","418","1050",21339.000000000000000,13665.000000000000000
"604","18",Assam,"304",Morigaon,"957423","486651","470772","117841","136777","73298","884125","188540","95988","92552","21671","25087","11206","177334",1071355.000000000000000,1026168.000000000000000
"605","18",Assam,"308",Dhemaji,"686133","351249","334884","44225","325560","48285","637848","130732","66913","63819","9324","63644","7977","122755",832308.000000000000000,640949.000000000000000
"606","12",Arunachal Pradesh,"260",Anjaw,"21167","11507","9660","0","16451","982","20185","4315","2299","2016","0","3807","223","4092",56346.000000000000000,23918.000000000000000
"607","18",Assam,"307",Lakhimpur,"1042137","529674","512463","81840","249426","91333","950804","190334","97208","93126","15077","48577","13798","176536",999614.000000000116415,1278691.000000000000000
"608","18",Assam,"316",Cachar,"1736617","886284","850333","264897","17569","315464","1421153","301597","153867","147730","47252","2751","44045","257552",1866822.000000000000000,1759926.000000000000000
"609","18",Assam,"315",Dimahasao,"214102","110802","103300","4337","151843","62489","151613","39303","20112","19191","717","29306","10005","29298",231744.000000000000000,250129.000000000000000
"610","18",Assam,"314",Karbi Anglong,"956313","490167","466146","44961","538738","112966","843347","184209","94011","90198","8707","107592","18502","165707",987021.000000000000000,1268279.000000000000000
"611","18",Assam,"309",Tinsukia,"1327929","680231","647698","37688","82066","264743","1063186","230295","118113","112182","6166","14503","36166","194129",1526075.000000000000000,1330923.000000000000000
"612","18",Assam,"310",Dibrugarh,"1326335","676434","649901","58876","102871","243730","1082605","214268","110109","104159","9634","14658","30823","183445",1288641.000000000000000,1577340.000000000232831
"613","18",Assam,"311",Sivasagar,"1151050","589216","561834","42347","49039","110096","1040954","183410","93926","89484","6826","8598","14717","168693",1211269.000000000000000,1281052.000000000232831
"614","18",Assam,"312",Jorhat,"1092256","556805","535451","88665","139971","220534","871722","168356","86386","81970","15118","25016","28867","139489",1128047.000000000000000,1160206.000000000000000
"615","18",Assam,"302",Goalpara,"1008183","513292","494891","45094","231570","138062","870121","192415","98695","93720","7691","39417","23237","169178",806545.000000000000000,1278536.000000000000000
"616","18",Assam,"319",Bongaigaon,"738804","375818","362986","82784","18835","109810","628994","136855","70138","66717","14525","3223","14853","122002",628064.000000000000000,902041.999999999883585
"617","18",Assam,"303",Barpeta,"1693622","867004","826618","95320","27344","147353","1546269","329036","169054","159982","16221","4558","20385","308651",1471596.000000000232831,1706809.000000000000000
"618","18",Assam,"300",Kokrajhar,"887142","452905","434237","29570","278665","54941","832201","163913","83927","79986","4975","48039","7327","156586",1220652.000000000232831,1006056.000000000000000
"619","10",Bihar,"217",Gopalganj,"2562012","1267666","1294346","320064","60807","162805","2399207","575404","293616","281788","74675","14322","34678","540726",2831777.000000000000000,2907328.000000000000000
"620","10",Bihar,"223",Khagaria,"1666886","883786","783100","247161","675","87159","1579727","377087","200120","176967","58483","157","17677","359410",1684305.000000000000000,1896546.000000000000000
"621","10",Bihar,"225",Banka,"2034763","1067140","967623","247858","90432","71313","1963450","428090","224500","203590","54473","19092","13838","414252",2530071.000000000000000,2279820.000000000000000
"622","10",Bihar,"235",Aurangabad,"2540073","1318684","1221389","612064","1033","236854","2303219","549233","283886","265347","138960","234","48806","500427",2466035.000000000000000,2853689.000000000000000
"623","4",Chandigarh,"55",Chandigarh,"1055450","580663","474787","199086","0","1026459","28991","147078","81206","65872","33133","0","142869","4209",1351347.000000000000000,1159916.000000000000000
"624","7",NCT of Delhi,"91",North,"887978","475002","412976","165663","0","870232","17746","133145","71772","61373","25745","0","129891","3254",1080977.000000000000000,980726.000000000116415
"625","7",NCT of Delhi,"92",North East,"2241624","1188425","1053199","373758","0","2220097","21527","381984","204827","177157","62415","0","377939","4045",1505548.000000000232831,2027527.000000000000000
"626","7",NCT of Delhi,"95",Central,"582320","307821","274499","143178","0","582320","0","78333","41358","36975","19814","0","78333","0",647063.000000000000000,672783.000000000000000
"627","7",NCT of Delhi,"94",New Delhi,"142004","77942","64062","33245","0","142004","0","18487","9838","8649","4923","0","18487","0",1056920.000000000000000,141004.000000000000000
"628","7",NCT of Delhi,"93",East,"1709346","907500","801846","281422","0","1705816","3530","244057","132430","111627","45815","0","243674","383",1862963.000000000000000,1772570.000000000000000
"629","7",NCT of Delhi,"97",South West,"2292958","1246046","1046912","318408","0","2149282","143676","329998","181661","148337","51383","0","307432","22566",2521630.000000000000000,2330729.000000000000000
"630","7",NCT of Delhi,"96",West,"2543243","1356240","1187003","376472","0","2536823","6420","364635","198566","166069","61573","0","363637","998",2326114.000000000000000,2832130.000000000000000
"631","24",Gujarat,"482",Anand,"2092745","1087224","1005521","104465","24824","634987","1457758","317218","172016","145202","14717","4420","89061","228157",2319876.000000000000000,2308871.000000000000000
"632","24",Gujarat,"478",Porbandar,"585449","300209","285240","51830","13039","285674","299775","92712","48536","44176","9054","2571","43003","49709",686483.000000000000000,656862.000000000116415
"633","24",Gujarat,"477",Jamnagar,"2160119","1114192","1045927","173895","24187","971065","1189054","347352","183581","163771","29857","4673","147836","199516",2244195.000000000000000,2327944.000000000000000
"634","29",Karnataka,"579",Gulbarga,"2566326","1301755","1264571","648782","65259","835551","1730775","454565","235003","219562","122216","12308","141321","313244",2885381.000000000000000,2778391.000000000000000
"635","25",Daman & Diu,"495",Daman,"191173","124659","66514","4262","15240","158860","32313","18986","10339","8647","600","2339","14795","4191",231021.000000000000000,150816.000000000000000
"636","25",Daman & Diu,"494",Diu,"52074","25642","26432","1862","123","23991","28083","9065","4665","4400","268","11","3418","5647",9038.000000000000000,57689.000000000000000
"637","34",Puducherry,"635",Puducherry,"950289","468258","482031","152406","0","657209","293080","123915","63468","60447","23061","0","82737","41178",1145415.000000000000000,1134359.000000000000000
"638","34",Puducherry,"634",Yanam,"55626","27301","28325","8427","0","55626","0","8869","4458","4411","1302","0","8869","0",16123.000000000000000,15662.000000000000000
"641","35",Andaman and Nicobar Islands,"640",South Andaman,"238142","127283","110859","0","4091","140747","97395","31623","16218","15405","0","584","18737","12886",234336.000000000000000,227986.000000000000000
"642","36",Telangana,"536",Hyderabad,"3943323","2018575","1924748","35357","48937","3943323","0","588600","304665","283935","35357","8488","588600","0",5749507.000000000000000,5537776.000000000931323
"643","27",Maharashtra,"522",Ahmadnagar,"4543159","2342825","2200334","573698","378230","912617","3630542","686511","367700","318811","93234","71957","132372","554139",4733814.000000000000000,4846804.000000000000000
"640","35",Andaman and Nicobar Islands,"639",North and Middle Andaman,"105597","54861","50736","0","758","2741","102856","16074","8182","7892","0","115","309","15765",110257.000000000000000,104439.000000000000000
,"35",Andaman and Nicobar Islands,"638",Nicobars,"36842","20727","16115","0","23681","0","36842","4100","2101","1999","0","2799","0","4100",29253.000000000000000,26574.000000000000000
